title（注意，所有单元格都不要包含换行符）,variant,price,imgUrl,link,l2,l3,inviteId,modelid,final_1688_link,price judge,上传日期,itemid,最大价格,同款要求,空置，该列请勿删除，否则会导致数据错乱,l4
9月化妆品热销品牌品- Romand Glasting Color Gloss Rom&nd,01 Peony Ballet,17.45 ,https://cf.shopee.ph/file/ph-11134207-7r990-lqa6qdpi643zef,http://shopee.ph/product/1081021239/25057373563,Makeup,唇部彩妆,IVCN2026082411163,'178027167681,https://detail.1688.com/offer/917586710963.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,1688三档价,2026/8/24,'25057373563,17.45 ,100%同款（LFF）,,唇蜜
9月化妆品热销品牌品- Romand Glasting Color Gloss Rom&nd,04 Grapy Way,4.20 ,https://cf.shopee.ph/file/ph-11134207-7r98z-lqa6qdpiabtbcf,http://shopee.ph/product/1081021239/25057373563,Makeup,唇部彩妆,IVCN2026082411163,'178027167684,https://detail.1688.com/offer/901836216278.html?,1688三档价,2026/8/24,'25057373563,4.20 ,100%同款（LFF）,,唇蜜
9月化妆品热销品牌品- Romand Glasting Color Gloss Rom&nd,05 Dim Mauve,7.03 ,https://cf.shopee.ph/file/ph-11134207-7r98t-lqa6qdpibqdr86,http://shopee.ph/product/1081021239/25057373563,Makeup,唇部彩妆,IVCN2026082411163,'178027167685,https://detail.1688.com/offer/991361804212.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23shopee.ph&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价,2026/8/24,'25057373563,7.03 ,100%同款（LFF）,,唇蜜
9月化妆品热销品牌品- CHILLAB薰衣草哑光粉：控油、无尘、透明的压制粉饼（定妆粉）。,1 Pc,38.49 ,https://cf.shopee.co.th/file/cn-11134207-7r98o-luxqll07ibkub9,http://shopee.co.th/product/1072503881/25078632784,Makeup,面部彩妆,IVCN2026082411167,'138933327908,https://detail.1688.com/offer/785110477778.html?spm=a26352.b28411319.offerlist.19.2acd1e62YBy7CJ,1688三档价,2026/8/24,'25078632784,38.49 ,100%同款（Top）,,蜜粉
9月化妆品热销常规品- [PERIPERA] 丝绒唇釉 持久显色 4克 新品,#47 SUNNY CORAL,14.05 ,https://cf.shopee.ph/file/sg-11134207-8262h-mjhthva01z41e3,http://shopee.ph/product/1036302710/25087932813,Makeup,唇部彩妆,IVCN2026082411169,'253184278707,链接失效,1688三档价,2026/8/24,'25087932813,14.05 ,100%同款,,唇釉
9月化妆品热销常规品- [PERIPERA] 丝绒唇釉 持久显色 4克 新品,,14.05 ,https://cf.shopee.ph/file/sg-11134207-8262h-mjhthva01z41e3,http://shopee.ph/product/1036302710/25087932813,Makeup,唇部彩妆,IVCN2026082411169,'253184278707,链接失效,1688三档价,2026/8/24,'25087932813,14.05 ,100%同款,,唇釉
9月化妆品热销常规品- [PERIPERA] 丝绒唇釉 持久显色 4克 新品,,14.05 ,https://cf.shopee.ph/file/sg-11134207-8262h-mjhthva01z41e3,http://shopee.ph/product/1036302710/25087932813,Makeup,唇部彩妆,IVCN2026082411169,'253184278707,链接失效,1688三档价,2026/8/24,'25087932813,14.05 ,100%同款,,唇釉
9月化妆品热销常规品- [PERIPERA] 丝绒唇釉 持久显色 4克 新品,,14.05 ,https://cf.shopee.ph/file/sg-11134207-8262h-mjhthva01z41e3,http://shopee.ph/product/1036302710/25087932813,Makeup,唇部彩妆,IVCN2026082411169,'253184278707,链接失效,1688三档价,2026/8/24,'25087932813,14.05 ,100%同款,,唇釉
9月化妆品热销常规品- Peripera Water Bare Tint 3.8g 唇釉（多种颜色可选）,#13 (21/10/26),3.20 ,https://cf.shopee.vn/file/vn-11134207-820l4-miv6vubplx5260,http://shopee.vn/product/36183488/25150065417,Makeup,唇部彩妆,IVCN2026082411171,'235768402922,https://detail.1688.com/offer/729103415987.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i5&source=action%23offerItem%3Borigin%23shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价,2026/8/24,'25150065417,3.20 ,100%同款,,唇釉
9月化妆品热销常规品- BYS 亮泽唇釉 | 滋润亮泽唇膏 | 自然光泽,Berry Jam,3.50 ,https://cf.shopee.ph/file/ph-11134207-7ra0o-mc8z1o1nigwh00,http://shopee.ph/product/71165874/25190951256,Makeup,唇部彩妆,IVCN2026082411173,'280731456462,https://detail.1688.com/offer/957918868950.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.30124514.offerlist.i6&source=action%23offerItem%3Borigin%23shopee.ph&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价,2026/8/24,'25190951256,3.50 ,100%同款（LFF）,,唇釉
9月化妆品热销品牌品- PERIPERA 心形果酱光泽唇膏 - 9 种颜色可选,#05 Berry Coke,4.80 ,https://cf.shopee.com.my/file/sg-11134201-7rcdx-ls0ymzxm3atyb1,http://shopee.com.my/product/91486830/25255485902,Makeup,唇部彩妆,IVCN2026082411175,'232411258701,https://detail.1688.com/offer/987297575719.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.30124514.offerlist.i21&source=action%23offerItem%3Borigin%23shopee.com.my&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价,2026/8/24,'25255485902,4.80 ,100%同款（LFF）,,唇釉
9月化妆品热销品牌品- PERIPERA 心形果酱光泽唇膏 - 9 种颜色可选,#04 Honey Nut,4.80 ,https://cf.shopee.com.my/file/sg-11134201-7rcdq-ls0ymzsmalhxff,http://shopee.com.my/product/91486830/25255485902,Makeup,唇部彩妆,IVCN2026082411175,'232411258700,https://detail.1688.com/offer/987297575719.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.30124514.offerlist.i21&source=action%23offerItem%3Borigin%23shopee.com.my&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价,2026/8/24,'25255485902,4.80 ,100%同款（LFF）,,唇釉
9月化妆品热销品牌品- Aperire Day Dream Cover Cushion SPF50+/PA++++ 13g 替换装（含海绵头）,#01 Rose Petal,26.32 ,https://cf.shopee.vn/file/vn-11134207-81ztc-mnwltjq2osg69a,http://shopee.vn/product/930728993/25263811118,Makeup,面部彩妆,IVCN2026082411178,'250342385479,,爆品竞价,2026/8/24,'25263811118,26.32 ,相似款,,粉底
9月化妆品热销常规品- 【新色号】2aN 纯色睫毛高光 2.7克,[MỚI] #IV01 Đường Veil,11.00 ,https://cf.shopee.vn/file/sg-11134207-7rdwe-mdcv7lbhbklc56,http://shopee.vn/product/383277694/25288283392,Makeup,面部彩妆,IVCN2026082411180,'138388497377,https://detail.1688.com/offer/1059572825906.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i1&source=action%23offerItem%3Borigin%23cf.shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价,2026/8/24,'25288283392,11.00 ,相似款,,高光与修容
9月化妆品热销品牌品- barenbliss BNB Roll to Length Steel 睫毛膏 | 持久睫毛膏,Roll to Length Steel,10.48 ,https://cf.shopee.ph/file/ph-11134207-7rash-m7qhai09qce185,http://shopee.ph/product/765310857/25293049206,Makeup,眼部彩妆,IVCN2026082411182,'198345892064,https://detail.1688.com/offer/746054465664.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i8&source=action%23offerItem%3Borigin%23shopee.ph&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价,2026/8/24,'25293049206,10.48 ,100%同款（LFF）,,睫毛膏
9月化妆品热销品牌品- Judydoll 3D 立体睫毛膏 6° 精准卷翘/经典设计 防水防汗 持久不晕染 钢圈,6°Precision 01 Black,13.94 ,https://cf.shopee.sg/file/sg-11134207-7rcdj-lt50233omwf4ec,http://shopee.sg/product/867689398/25320188062,Makeup,眼部彩妆,IVCN2026082411184,'204984798761,https://detail.1688.com/offer/688098157752.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i2&source=action%23offerItem%3Borigin%23cf.shopee.sg&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价,2026/8/24,'25320188062,13.94 ,100%同款,,睫毛膏
9月化妆品热销品牌品- [90%精华] Judydoll 橘朵 水润精华唇釉 保湿唇彩 滋养唇膏,G04 Berry Ice,13.21 ,https://cf.shopee.sg/file/cn-11134207-7ras8-m2gdv2fnjqta20,http://shopee.sg/product/332457883/25437319685,Makeup,唇部彩妆,IVCN2026082413912,'215480265371,https://detail.1688.com/offer/762091854618.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i1&source=action%23offerItem%3Borigin%23shopee.sg&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价,2026/8/24,'25437319685,13.21 ,100%同款,,唇蜜
9月化妆品热销品牌品- [90%精华] Judydoll 橘朵 水润精华唇釉 保湿唇彩 滋养唇膏,G04 Berry Ice,13.21 ,https://cf.shopee.sg/file/cn-11134207-7ras8-m2gdv2fnjqta20,http://shopee.sg/product/332457883/25437319685,Makeup,唇部彩妆,IVCN2026082413912,'215480265371,https://detail.1688.com/offer/762091854618.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i1&source=action%23offerItem%3Borigin%23shopee.sg&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价,2026/8/24,'25437319685,13.21 ,100%同款,,唇蜜
9月化妆品热销品牌品- EB哑光锁色唇膏 2.2克,Exposed,0.80 ,https://cf.shopee.ph/file/ph-11134207-7r98q-lr3qw9j0y3n951,http://shopee.ph/product/78895515/25461458104,Makeup,唇部彩妆,IVCN2026082411186,'166325976343,https://detail.1688.com/offer/851731464927.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,1688三档价,2026/8/24,'25461458104,0.80 ,100%同款（LFF）,,口红
9月化妆品热销品牌品- EB哑光锁色唇膏 2.2克,Iconic,1.27 ,https://cf.shopee.ph/file/ph-11134207-7r98z-lr3qw9j10ws58d,http://shopee.ph/product/78895515/25461458104,Makeup,唇部彩妆,IVCN2026082411186,'166325976345,https://detail.1688.com/offer/891577928367.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0b51056217763966042761210e0d9e&token=szZY4YFhZP8AbBNzNEbValjql6dU7vMghvXWv%2Fenx6kt0fM8W3J8GVhqxGiQt7WH,1688三档价,2026/8/24,'25461458104,1.27 ,100%同款（LFF）,,口红
9月化妆品热销品牌品- Carslan 磁性黑色柔焦定妆喷雾，浓缩粉状液体定妆喷雾，持久控油，24小时持妆，150毫升,Bản kiềm dầu 100ML,27.31 ,https://cf.shopee.vn/file/cn-11134207-7ras8-m0qxx0edkimma8,http://shopee.vn/product/382964977/25473799172,Makeup,面部彩妆,IVCN2026082411189,'226827538547,https://detail.1688.com/offer/810251313759.html?,1688三档价,2026/8/24,'25473799172,27.31 ,100%同款（Top）,,定妆喷雾
9月化妆品热销品牌品- Skinlovers Blooming Pressed Powder 打造完美、轻薄、光滑的底妆，蕴含珍珠提取物，有效控油。,"Daliv (mới),Tone 21_ Da trắng",76.66 ,https://cf.shopee.vn/file/vn-11134207-81ztc-mmr954iv241wc8,http://shopee.vn/product/1024928080/25568036836,Makeup,面部彩妆,IVCN2026082411191,'345738830423,https://detail.1688.com/offer/933156201190.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i2&source=action%23offerItem%3Borigin%23shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价,2026/8/24,'25568036836,76.66 ,相似款,,蜜粉
9月化妆品热销常规品- OFELIA Lolli液体腮红（LB2-LB6-LB7-LB10-LB11-LB12-LB13-LB14-LB16-LB17-LB18）,#LB10,7.20 ,https://cf.shopee.vn/file/vn-11134207-7ra0g-m7jbv9dl5vnae4,http://shopee.vn/product/614895096/25674156607,Makeup,面部彩妆,IVCN2026082411193,'197710987849,https://detail.1688.com/offer/1073481422156.html?spm=a26352.13672862.offerlist.302.c6851e627fystk&offerId=1073481422156&sortType=&pageId=&abBizDataType=cbuOffer&trace_log=normal&uuid=3e24f1a0ed99455cb688ce25bef956c5&skuId=6289129190730&forcePC=1787739673124,1688三档价,2026/8/24,'25674156607,7.20 ,相似款,,腮红
9月化妆品热销常规品- OFELIA Lolli液体腮红（LB2-LB6-LB7-LB10-LB11-LB12-LB13-LB14-LB16-LB17-LB18）,#LB2 Rosie,7.10 ,https://cf.shopee.vn/file/vn-11134207-820l4-mdy2ra3vzg8x8c,http://shopee.vn/product/614895096/25674156607,Makeup,面部彩妆,IVCN2026082411193,'147263107921,https://detail.1688.com/offer/1073481422156.html?spm=a26352.13672862.offerlist.302.c6851e627fystk&offerId=1073481422156&sortType=&pageId=&abBizDataType=cbuOffer&trace_log=normal&uuid=3e24f1a0ed99455cb688ce25bef956c5&skuId=6289129190730&forcePC=1787739673124,1688三档价,2026/8/24,'25674156607,7.10 ,100%同款,,腮红
9月化妆品热销常规品- OFELIA Lolli液体腮红（LB2-LB6-LB7-LB10-LB11-LB12-LB13-LB14-LB16-LB17-LB18）,#LB12,7.20 ,https://cf.shopee.vn/file/vn-11134207-7ras8-mccz0ci3m8n90b,http://shopee.vn/product/614895096/25674156607,Makeup,面部彩妆,IVCN2026082411193,'147263107920,https://detail.1688.com/offer/1073481422156.html?spm=a26352.13672862.offerlist.302.c6851e627fystk&offerId=1073481422156&sortType=&pageId=&abBizDataType=cbuOffer&trace_log=normal&uuid=3e24f1a0ed99455cb688ce25bef956c5&skuId=6289129190730&forcePC=1787739673124,1688三档价,2026/8/24,'25674156607,7.20 ,100%同款,,腮红
9月化妆品热销品牌品- 3CE 腮红是一款色彩真实、质地柔滑、哑光的腮红，能够打造清新自然的妆容，与肌肤完美融合。,Peach Splash,16.19 ,https://cf.shopee.vn/file/sg-11134201-82634-mkm85hoa720x92,http://shopee.vn/product/1362679168/25688385839,Makeup,面部彩妆,IVCN2026082411197,'59487443024,https://detail.1688.com/offer/868540962180.html?spm=a26352.b28411319.offerlist.70.69301e62aRUtTi,1688三档价,2026/8/24,'25688385839,16.19 ,100%同款,,腮红
9月化妆品热销品牌品- 3CE 腮红是一款色彩真实、质地柔滑、哑光的腮红，能够打造清新自然的妆容，与肌肤完美融合。,Soft Salmon-San hô,11.00 ,https://cf.shopee.vn/file/sg-11134201-8260i-mkm85hf6txc6a1,http://shopee.vn/product/1362679168/25688385839,Makeup,面部彩妆,IVCN2026082411197,'59487443023,https://detail.1688.com/offer/915075454085.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,1688三档价,2026/8/24,'25688385839,11.00 ,100%同款,,腮红
9月化妆品热销品牌品- 3CE 腮红是一款色彩真实、质地柔滑、哑光的腮红，能够打造清新自然的妆容，与肌肤完美融合。,Rose Beige-Cam đào,25.68 ,https://cf.shopee.vn/file/sg-11134201-8261x-mkm85h527dvnd9,http://shopee.vn/product/1362679168/25688385839,Makeup,面部彩妆,IVCN2026082411197,'59487443022,https://detail.1688.com/offer/868540962180.html?spm=a26352.b28411319.offerlist.70.69301e62aRUtTi,1688三档价,2026/8/24,'25688385839,25.68 ,100%同款,,腮红
9月化妆品热销品牌品- 3CE 腮红是一款色彩真实、质地柔滑、哑光的腮红，能够打造清新自然的妆容，与肌肤完美融合。,City Mauve,31.99 ,https://cf.shopee.vn/file/sg-11134201-82610-mkm85ilnuhoh5a,http://shopee.vn/product/1362679168/25688385839,Makeup,面部彩妆,IVCN2026082411197,'59487443027,https://detail.1688.com/offer/868540962180.html?spm=a26352.b28411319.offerlist.70.69301e62aRUtTi,1688三档价,2026/8/24,'25688385839,31.99 ,100%同款,,腮红
9月化妆品热销品牌品- 3CE 腮红是一款色彩真实、质地柔滑、哑光的腮红，能够打造清新自然的妆容，与肌肤完美融合。,Nude Peach-Be nude,21.02 ,https://cf.shopee.vn/file/sg-11134201-8261m-mkm85gk1r4eda3,http://shopee.vn/product/1362679168/25688385839,Makeup,面部彩妆,IVCN2026082411197,'59487443020,https://detail.1688.com/offer/868540962180.html?spm=a26352.b28411319.offerlist.70.69301e62aRUtTi,1688三档价,2026/8/24,'25688385839,21.02 ,100%同款,,腮红
9月化妆品热销品牌品- 3CE 腮红是一款色彩真实、质地柔滑、哑光的腮红，能够打造清新自然的妆容，与肌肤完美融合。,Mono Pink-Hồng khô,39.35 ,https://cf.shopee.vn/file/sg-11134201-8260w-mkm85gu80pacf6,http://shopee.vn/product/1362679168/25688385839,Makeup,面部彩妆,IVCN2026082411197,'59487443021,https://detail.1688.com/offer/868540962180.html?spm=a26352.b28411319.offerlist.70.69301e62aRUtTi,1688三档价,2026/8/24,'25688385839,39.35 ,100%同款（Top）,,腮红
9月化妆品热销品牌品- 3CE 腮红是一款色彩真实、质地柔滑、哑光的腮红，能够打造清新自然的妆容，与肌肤完美融合。,Delectable,31.14 ,https://cf.shopee.vn/file/sg-11134201-825zz-mkm85i8vib5w9b,http://shopee.vn/product/1362679168/25688385839,Makeup,面部彩妆,IVCN2026082411197,'59487443026,https://detail.1688.com/offer/868540962180.html?spm=a26352.b28411319.offerlist.70.69301e62aRUtTi,1688三档价,2026/8/24,'25688385839,31.14 ,100%同款,,腮红
9月化妆品热销品牌品- SPENNY Focallure 控油轻薄持久蜜粉 7.5克,#915 - Hồng Nhạt,32.85 ,https://cf.shopee.vn/file/vn-11134207-81ztc-mpnjfat1924t3d,http://shopee.vn/product/406725551/25714961635,Makeup,面部彩妆,IVCN2026082411205,'406085553130,https://detail.1688.com/offer/979316536877.html?sourceId=V1-568c7b6511bf5c05a9a613a804b9e182-S04&spm=a26352.b28411319/2508.0.0,1688三档价,2026/8/24,'25714961635,32.85 ,相似款,,蜜粉
9月化妆品热销品牌品- SPENNY Focallure 控油轻薄持久蜜粉 7.5克,#913 - Tím Nhạt,30.71 ,https://cf.shopee.vn/file/vn-11134207-81ztc-mpnjf92v8cgc60,http://shopee.vn/product/406725551/25714961635,Makeup,面部彩妆,IVCN2026082411205,'406085553129,https://detail.1688.com/offer/979316536877.html?sourceId=V1-568c7b6511bf5c05a9a613a804b9e182-S04&spm=a26352.b28411319/2508.0.0,1688三档价,2026/8/24,'25714961635,30.71 ,100%同款,,蜜粉
9月化妆品热销品牌品- SPENNY Focallure 控油轻薄持久蜜粉 7.5克,#912 - Trong Suốt,33.50 ,https://cf.shopee.vn/file/vn-11134207-81ztc-mpnjf71kyl8r19,http://shopee.vn/product/406725551/25714961635,Makeup,面部彩妆,IVCN2026082411205,'406085553128,https://detail.1688.com/offer/979316536877.html?sourceId=V1-568c7b6511bf5c05a9a613a804b9e182-S04&spm=a26352.b28411319/2508.0.0,1688三档价,2026/8/24,'25714961635,33.50 ,100%同款,,蜜粉
9月化妆品热销品牌品- 贝德玛舒妍洁肤油及防水卸妆液（敏感眼唇适用）150毫升,Bioderma Sensibio Micellar Cleansing Oil & Waterproof Makeup Remover (Sensitive Eyes & Lips) 150ml,54.75 ,https://cf.shopee.sg/file/sg-11134207-822z9-mi4m8rkdvcw0d7,http://shopee.sg/product/140779173/25734373567,Makeup,卸妆用品,IVCN2026082411209,'251322384270,无同款,1688三档价,2026/8/24,'25734373567,54.75 ,100%同款,,卸妆用品
9月化妆品热销品牌品- Romand 持久多汁唇釉 [新品] Rom&nd,03 Bare Grape,4.20 ,https://cf.shopee.ph/file/ph-11134207-7rasi-m861e3ytoase7f,http://shopee.ph/product/1081021239/25743541977,Makeup,唇部彩妆,IVCN2026082411211,'253077961573,https://detail.1688.com/offer/985219274998.html?,1688三档价,2026/8/24,'25743541977,4.20 ,100%同款（LFF）,,唇釉
9月化妆品热销品牌品- Romand 持久多汁唇釉 [新品] Rom&nd,14 Almond Rose,4.20 ,https://cf.shopee.ph/file/ph-11134207-7rasg-m861f4xtkjv1e9,http://shopee.ph/product/1081021239/25743541977,Makeup,唇部彩妆,IVCN2026082411211,'253077961584,https://detail.1688.com/offer/985219274998.html?,1688三档价,2026/8/24,'25743541977,4.20 ,100%同款（LFF）,,唇釉
9月化妆品热销品牌品- Romand 持久多汁唇釉 [新品] Rom&nd,15 Bare Fig,4.20 ,https://cf.shopee.ph/file/ph-11134207-7rask-m861f7jlrb1a39,http://shopee.ph/product/1081021239/25743541977,Makeup,唇部彩妆,IVCN2026082411211,'253077961585,https://detail.1688.com/offer/985219274998.html?,1688三档价,2026/8/24,'25743541977,4.20 ,100%同款（LFF）,,唇釉
9月化妆品热销品牌品- Dr. Leo 紫色二合一懒人妆前乳，保湿底妆，自然提亮肤色，持久粉底液 50克,50g*1,17.63 ,https://cf.shopee.vn/file/cn-11134207-820l4-mq5xk31h6c5pd8,http://shopee.vn/product/1190839949/25784912731,Makeup,面部彩妆,IVCN2026082411215,'251405314017,https://detail.1688.com/offer/936043741326.html?spm=a26352.13672862.offerlist.104.61d055eequwFFz&offerId=936043741326&sortType=&pageId=&abBizDataType=cbuOffer&trace_log=normal&uuid=8d20f4f9fbf84088a2ac41701355dc5a&skuId=5994484959239&forcePC=1758792557850,1688三档价,2026/8/24,'25784912731,17.63 ,100%同款（Top）,,妆前乳
9月化妆品热销品牌品- Dr. Leo 紫色二合一懒人妆前乳，保湿底妆，自然提亮肤色，持久粉底液 50克,50g*2,33.80 ,https://cf.shopee.vn/file/cn-11134207-820l4-mq5xk5ayrztb49,http://shopee.vn/product/1190839949/25784912731,Makeup,面部彩妆,IVCN2026082411215,'251405314018,https://detail.1688.com/offer/936043741326.html?spm=a26352.13672862.offerlist.104.61d055eequwFFz&offerId=936043741326&sortType=&pageId=&abBizDataType=cbuOffer&trace_log=normal&uuid=8d20f4f9fbf84088a2ac41701355dc5a&skuId=5994484959239&forcePC=1758792557850,1688三档价,2026/8/24,'25784912731,33.80 ,100%同款（Top）,,妆前乳
9月化妆品热销品牌品- 3CE 柔雾水润唇釉，水润轻盈，柔滑自然，打造柔雾妆效，不易脱妆，丝滑质地，舒适贴合。,Chasing Rose,3.80 ,https://cf.shopee.sg/file/sg-11134207-8258c-mqmthesxpl3ie8,http://shopee.sg/product/1381591606/25788498816,Makeup,唇部彩妆,IVCN2026082411218,'159302676572,https://detail.1688.com/offer/679979196199.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,1688三档价,2026/8/24,'25788498816,3.80 ,100%同款,,唇釉
